0.0,299.99999999999983
10.0,219.84342153123205
20.0,175.61495606623276
30.0,147.30172055958914
40.0,127.50051564398521
50.0,112.81171712137102
60.0,101.44627139038074
70.0,92.3692681295495
80.0,84.93875158642402
90.0,78.73451587771187
100.0,73.46949203793613
110.0,68.94061335430317
120.0,65.00001571896624
130.0,61.537366600429486
140.0,58.46859771815104
150.0,55.72848178213484
160.0,53.2656017651932
170.0,51.03885662671294
180.0,49.01498110031373
190.0,47.16675112088241
200.0,45.471662888359496
210.0,43.91094546180362
220.0,42.46881231846235
230.0,41.13188682533884
240.0,39.888756094589056
250.0,38.729620853858805
260.0,37.64601798557387
270.0,36.6305986732072
280.0,35.67694953245572
290.0,34.77944728414895
300.0,33.93313982987495
310.0,33.133648280603836
320.0,32.37708574031906
330.0,31.659989583411004
340.0,30.97926467214078
350.0,30.332135499588475
360.0,29.71610565763043
370.0,29.12892335007309
380.0,28.568551921043976
390.0,28.033144564995556
400.0,27.521022539760875
410.0,27.030656327403335
420.0,26.560649286212303
430.0,26.109723416494536
440.0,25.67670692691803
450.0,25.26052334025029
460.0,24.86018191985492
470.0,24.47476923318388
480.0,24.10344169722839
490.0,23.745418974652438
500.0,23.39997810906613
510.0,23.066448304347066
520.0,22.74420626668359
530.0,22.43267203957265
540.0,22.13130527174472
550.0,21.839601866220924
560.0,21.55709096568932
570.0,21.283332235325343
580.0,21.01791340924732
590.0,20.760448071131098
600.0,20.510573643225328
610.0,20.267949561205565
620.0,20.03225561506211
630.0,19.803190438598715
640.0,19.580470132183734
650.0,19.36382700518764
660.0,19.153008426101028
670.0,18.947775769687727
680.0,18.74790345171706
690.0,18.553178042860715
700.0,18.363397454253683
710.0,18.178370188022267
720.0,17.997914646789926
730.0,17.821858496796263
740.0,17.650038079816536
750.0,17.4822978695579
760.0,17.31848996864214
770.0,17.158473642669808
780.0,17.00211488820334
790.0,16.849286031812184
800.0,16.699865357595318
810.0,16.5537367608403
820.0,16.410789425695867
830.0,16.270917524930404
840.0,16.13401994002409
850.0,15.999999999999947
