# Lc(Cup_Length): 24.0
# Rc(Cup_Radius): 8.75
# Rt(Throat_Radius): 2.0
# A(Slope Angle): -5.0
# Beta(inflection point param): 0.5
# (a,b,c)(atan function params): 2.8962627747517673,-0.19411746546522038,5.375
x,y
20.9,2.345236583348219
20.95,2.3382115892032593
21.0,2.3312453069226633
21.05,2.3243370831392993
21.1,2.3174862726886047
21.15,2.310692238515181
21.2,2.3039543515795464
21.25,2.2972719907650956
21.3,2.290644542785324
21.35,2.2840714020913615
21.4,2.2775519707798617
21.45,2.2710856585012906
21.5,2.2646718823686576
21.55,2.258310066866716
21.6,2.2519996437616823
21.65,2.2457400520114934
21.7,2.2395307376766365
21.75,2.2333711538315884
21.8,2.227260760476874
21.85,2.221199024451782
21.9,2.2151854193477503
21.95,2.209219425422447
22.0,2.203300529514568
22.05,2.197428224959357
22.1,2.1916020115048767
22.15,2.1858213952290377
22.2,2.180085888457399
22.25,2.1743950096817524
22.3,2.1687482834794998
22.35,2.1631452404338383
22.4,2.157585417054746
22.45,2.1520683557007962
22.5,2.1465936045017884
22.55,2.141160717282209
22.6,2.1357692534855253
22.65,2.130418778099316
22.7,2.125108861581236
22.75,2.1198390797858253
22.8,2.114609013892155
22.85,2.109418250332318
22.9,2.104266380720754
22.95,2.099153001784422
23.0,2.0940777152938064
23.05,2.0890401279947586
23.1,2.084039851541177
23.15,2.079076502428509
23.2,2.0741497019280937
23.25,2.069259076022313
23.3,2.0644042553405777
23.35,2.059584875096114
23.4,2.0548005750235707
23.45,2.0500509993174285
23.5,2.0453357965712073
23.55,2.0406546197174684
23.6,2.036007125968609
23.65,2.0313929767584313
23.7,2.0268118376844937
23.75,2.0222633784512283
23.8,2.0177472728138235
23.85,2.01326319852286
23.9,2.008810837269697
23.95,2.0043898746325994
24.0,2.000000000023601
